InvoiceNo,Date,CustomerID,CustomerType,ProductID,Quantity,MetalCost,TotalWeightGrams,InvoiceValue,Profit
INV0000092,2024-02-02,CUST0176,Wholesale,P016,19,94058.7,1553.63,111500.36,5728.8
INV0001634,2024-02-02,CUST0632,Wholesale,P018,30,27025.61,446.4,32991.9,2573.06
INV0001326,2024-02-02,CUST0218,Retail,P008,1,4303.99,82.2,5246.85,660.92
INV0000121,2024-02-02,CUST0369,Retail,P018,4,1218.09,20.12,1545.41,172.68
INV0002804,2024-02-02,CUST0413,Retail,P023,3,83902.91,1385.88,107581.25,12154.62
INV0002954,2024-02-02,CUST0719,Retail,P010,2,764.46,14.6,973.92,158.16
INV0001667,2024-02-02,CUST0739,Retail,P005,2,3077.72,58.78,3744.14,434.26
INV0002490,2024-02-02,CUST0474,Retail,P009,4,2372.96,45.32,2947.87,417.86
INV0000144,2024-02-03,CUST0155,Retail,P008,4,18051.9,320.16,22768.48,3511.86
INV0002176,2024-02-03,CUST0313,Wholesale,P019,31,31548.03,483.91,36522.51,1071.4
INV0001865,2024-02-03,CUST0571,Retail,P024,1,22656.87,347.53,28610.23,2854.36
INV0000754,2024-02-03,CUST0261,Retail,P008,3,19049.9,337.86,24126.78,3802.66
INV0000831,2024-02-03,CUST0306,Retail,P006,4,1826.84,32.4,2224.27,277.84
INV0001036,2024-02-03,CUST0027,Retail,P016,2,14034.96,215.28,18423.75,2589.03
INV0001490,2024-02-04,CUST0451,Wholesale,P010,25,11181.48,200.5,12366.41,489.3
INV0002932,2024-02-04,CUST0034,Retail,P015,2,1690.71,26.22,2274.87,365.74
INV0000368,2024-02-04,CUST0775,Retail,P021,1,105759.1,1640.14,142232.42,21754.72
INV0000534,2024-02-04,CUST0333,Retail,P014,4,29909.21,463.84,36429.06,2766.98
INV0002593,2024-02-04,CUST0310,Retail,P014,2,13650.79,211.7,18347.37,2933.62
INV0001339,2024-02-04,CUST0109,Retail,P002,5,21983.75,394.2,27406.85,3965.33
INV0000711,2024-02-05,CUST0368,Retail,P017,1,3088.85,45.01,4222.16,701.45
INV0000200,2024-02-05,CUST0667,Wholesale,P018,31,11339.03,165.23,13663.04,905.55
INV0002108,2024-02-05,CUST0487,Retail,P021,5,333576.05,4860.8,428358.15,48948.04
INV0001470,2024-02-05,CUST0247,Retail,P018,4,3604.22,52.52,4681.77,616.81
INV0002950,2024-02-05,CUST0337,Retail,P022,1,5840.05,85.1,7872.44,1219.1
INV0001391,2024-02-05,CUST0568,Retail,P006,1,537.14,9.05,643.78,71.78
INV0000218,2024-02-05,CUST0494,Retail,P017,1,2521.31,36.74,3384.0,512.0
INV0000407,2024-02-05,CUST0291,Retail,P009,2,1753.26,29.54,2258.51,386.87
INV0000509,2024-02-05,CUST0168,Retail,P023,2,44800.26,652.82,60365.23,9326.73
INV0001050,2024-02-06,CUST0423,Wholesale,P002,20,72257.51,1226.2,80142.76,3383.26
INV0000220,2024-02-06,CUST0142,Retail,P019,3,1874.41,27.51,2360.01,248.16
INV0000512,2024-02-06,CUST0295,Retail,P010,5,1196.24,20.3,1505.19,229.22
INV0001721,2024-02-06,CUST0543,Wholesale,P004,23,38125.83,646.99,42466.34,1578.6
INV0002897,2024-02-07,CUST0757,Retail,P013,3,222648.38,4036.41,274105.26,36793.78
INV0002171,2024-02-07,CUST0212,Retail,P016,2,19266.28,302.08,23944.69,2247.02
INV0000475,2024-02-07,CUST0740,Retail,P013,2,118870.9,2155.02,144018.7,17386.95
INV0001014,2024-02-07,CUST0423,Wholesale,P002,25,116360.02,2109.5,129141.3,5529.08
INV0001670,2024-02-07,CUST0306,Retail,P018,3,1813.87,28.44,2354.25,308.56
INV0000437,2024-02-07,CUST0287,Wholesale,P002,34,119803.11,2171.92,129142.54,1983.91
INV0001212,2024-02-07,CUST0507,Retail,P010,5,1428.64,25.9,1830.77,305.95
INV0000756,2024-02-07,CUST0416,Retail,P018,5,4560.18,71.5,5958.65,814.5
INV0001352,2024-02-07,CUST0137,Retail,P014,3,18838.97,295.38,23939.98,2708.22
INV0001054,2024-02-08,CUST0074,Wholesale,P018,10,9015.77,131.5,10913.36,768.31
INV0001772,2024-02-08,CUST0335,Retail,P018,5,4089.66,59.65,5289.36,677.57
INV0002898,2024-02-08,CUST0226,Retail,P007,1,8267.05,139.42,10418.47,1599.96
INV0002308,2024-02-09,CUST0260,Retail,P015,2,947.46,14.74,1265.68,196.09
INV0002447,2024-02-09,CUST0535,Retail,P006,5,1556.58,28.0,1974.99,314.19
INV0001614,2024-02-09,CUST0688,Retail,P008,4,11696.56,210.4,15217.13,2726.45
INV0000239,2024-02-09,CUST0357,Wholesale,P015,27,11610.58,180.63,13839.63,781.0
INV0002901,2024-02-09,CUST0138,Retail,P003,2,7451.55,134.04,9343.12,1395.89
INV0000937,2024-02-09,CUST0532,Retail,P002,4,16161.71,290.72,21103.8,3842.57
INV0000033,2024-02-09,CUST0745,Retail,P002,1,4872.64,87.65,5867.77,678.04
INV0001455,2024-02-09,CUST0761,Retail,P002,4,13864.64,249.4,16937.22,2163.32
INV0002354,2024-02-10,CUST0617,Retail,P019,5,5218.76,78.6,6433.32,557.49
INV0000375,2024-02-10,CUST0738,Retail,P002,4,14176.84,246.88,17448.82,2338.45
INV0001885,2024-02-10,CUST0548,Wholesale,P004,35,80313.21,1398.6,89814.51,3672.81
INV0001112,2024-02-10,CUST0249,Retail,P006,4,1373.58,23.92,1671.95,208.46
INV0001088,2024-02-10,CUST0070,Retail,P004,5,7918.77,137.9,10086.23,1556.94
INV0002955,2024-02-10,CUST0585,Wholesale,P021,39,2771502.78,41741.7,3301197.44,156393.0
INV0001832,2024-02-10,CUST0352,Retail,P014,2,12795.93,192.72,15608.12,1205.95
INV0000399,2024-02-10,CUST0403,Wholesale,P017,12,34898.0,525.6,43063.67,3421.59
INV0000826,2024-02-10,CUST0300,Wholesale,P021,8,416800.04,6277.44,517754.99,44194.71
INV0000943,2024-02-10,CUST0475,Wholesale,P015,44,34998.92,527.12,42116.92,2741.39
INV0000843,2024-02-11,CUST0049,Retail,P005,3,4390.8,77.01,5315.22,593.98
INV0001491,2024-02-11,CUST0276,Retail,P006,5,2329.1,40.85,2774.09,294.32
INV0001811,2024-02-11,CUST0673,Retail,P015,4,3834.18,58.16,4905.92,583.77
INV0001860,2024-02-11,CUST0305,Retail,P017,2,5880.49,89.2,8038.86,1336.18
INV0001549,2024-02-11,CUST0262,Retail,P002,2,7478.22,131.16,9091.23,1123.87
INV0002684,2024-02-12,CUST0413,Retail,P009,4,1843.68,31.88,2294.17,328.36
INV0001536,2024-02-12,CUST0296,Retail,P003,2,10309.13,178.26,12464.52,1483.08
INV0000453,2024-02-12,CUST0055,Retail,P010,2,1176.3,20.34,1506.12,250.66
INV0001182,2024-02-12,CUST0105,Retail,P009,2,1265.36,21.88,1507.32,160.1
INV0002918,2024-02-12,CUST0609,Wholesale,P019,12,5432.38,81.24,6561.13,448.74
INV0002302,2024-02-12,CUST0501,Retail,P014,3,23308.27,348.57,32056.05,5716.37
INV0001506,2024-02-13,CUST0599,Retail,P009,1,307.46,5.19,403.68,75.24
INV0002365,2024-02-13,CUST0553,Retail,P014,5,37251.69,543.85,47743.65,5748.72
INV0002309,2024-02-13,CUST0654,Retail,P003,2,9197.6,155.26,11317.85,1514.67
INV0000176,2024-02-13,CUST0474,Retail,P004,2,2225.05,37.56,2735.57,341.84
INV0001083,2024-02-13,CUST0750,Retail,P010,1,592.99,10.01,705.32,74.0
INV0002615,2024-02-13,CUST0223,Retail,P008,3,7320.29,123.57,9472.29,1656.5
INV0002552,2024-02-13,CUST0721,Wholesale,P003,13,69842.18,1178.97,78944.27,4707.47
INV0002548,2024-02-13,CUST0075,Wholesale,P010,20,10260.37,173.2,11797.59,885.79
INV0000099,2024-02-13,CUST0315,Wholesale,P002,25,97005.5,1637.5,109752.78,6640.44
INV0000660,2024-02-13,CUST0344,Retail,P014,5,36433.16,531.9,49370.96,8220.83
INV0002003,2024-02-13,CUST0638,Retail,P021,1,66035.18,964.07,91220.12,15924.52
INV0001776,2024-02-13,CUST0363,Wholesale,P008,42,173145.49,2922.78,195462.26,11429.33
INV0000914,2024-02-13,CUST0494,Retail,P010,1,502.36,8.48,638.48,102.45
INV0002518,2024-02-14,CUST0422,Retail,P011,4,26587.85,451.56,31806.21,3494.33
INV0002240,2024-02-14,CUST0582,Wholesale,P006,25,6800.64,115.5,7696.97,468.13
INV0001542,2024-02-14,CUST0175,Retail,P003,1,4871.73,82.74,6325.91,1123.78
INV0001344,2024-02-14,CUST0214,Wholesale,P017,27,103488.41,1520.1,125504.83,8012.1
INV0000205,2024-02-14,CUST0342,Retail,P014,2,10408.07,152.88,12817.13,1099.02
INV0002779,2024-02-14,CUST0604,Retail,P010,4,2739.1,46.52,3305.97,388.41
INV0001512,2024-02-14,CUST0635,Retail,P017,5,16315.37,239.65,22367.03,3768.65
INV0001179,2024-02-15,CUST0538,Retail,P017,1,4811.35,71.38,6347.14,869.78
INV0001237,2024-02-15,CUST0199,Retail,P019,4,2723.15,40.4,3480.67,411.06
INV0002607,2024-02-15,CUST0731,Retail,P002,4,18997.5,325.88,23668.14,3411.36
INV0002037,2024-02-15,CUST0757,Retail,P003,3,16177.14,277.5,20979.59,3706.08
INV0002457,2024-02-15,CUST0322,Retail,P010,2,692.56,11.88,871.0,132.29
INV0001576,2024-02-15,CUST0052,Retail,P003,3,13903.6,238.5,16983.51,2168.13
INV0002087,2024-02-15,CUST0576,Retail,P003,3,13915.84,238.71,17621.77,2775.19
INV0002666,2024-02-16,CUST0381,Wholesale,P007,19,56309.29,956.08,64440.7,4565.22
INV0001919,2024-02-16,CUST0347,Retail,P009,3,1687.37,28.65,2057.55,259.63
INV0002830,2024-02-16,CUST0303,Wholesale,P002,9,48447.85,822.6,55972.57,4441.01
INV0000105,2024-02-16,CUST0537,Retail,P021,1,75077.92,1102.49,96432.87,11038.44
INV0001857,2024-02-16,CUST0496,Retail,P017,5,25376.91,372.65,33602.58,4709.26
INV0000253,2024-02-16,CUST0638,Retail,P019,4,4796.86,70.44,6422.4,1006.76
INV0000459,2024-02-16,CUST0669,Retail,P002,2,9093.54,154.4,11160.07,1468.67
INV0001175,2024-02-16,CUST0032,Retail,P015,2,2051.13,30.12,2752.39,436.49
INV0001509,2024-02-16,CUST0550,Retail,P014,2,13490.31,198.1,17813.06,2589.79
INV0000951,2024-02-17,CUST0766,Retail,P014,2,12573.75,185.7,16323.7,2142.86
INV0002600,2024-02-17,CUST0358,Retail,P004,3,7675.46,131.07,9728.66,1462.82
INV0000346,2024-02-17,CUST0160,Retail,P015,4,3507.38,51.8,4721.31,760.76
INV0001756,2024-02-17,CUST0335,Retail,P018,4,3344.87,49.4,4380.71,607.21
INV0002283,2024-02-17,CUST0052,Retail,P011,5,29025.26,495.65,36087.53,5140.42
INV0002189,2024-02-18,CUST0518,Retail,P018,1,792.85,12.17,1033.64,139.32
INV0002617,2024-02-18,CUST0132,Retail,P009,3,1382.68,24.54,1751.43,276.26
INV0002258,2024-02-18,CUST0258,Retail,P010,5,1357.89,24.1,1594.31,149.24
INV0000167,2024-02-18,CUST0534,Retail,P008,4,15668.14,278.08,18670.18,1988.21
INV0000042,2024-02-18,CUST0138,Retail,P011,1,5154.91,91.49,6234.73,743.58
INV0001018,2024-02-18,CUST0555,Retail,P014,2,12852.35,197.28,17607.95,3086.04
INV0002720,2024-02-19,CUST0721,Wholesale,P002,41,184829.79,3290.66,211761.53,15219.04
INV0002957,2024-02-19,CUST0573,Retail,P017,2,7510.15,115.64,9551.52,1012.15
INV0001792,2024-02-19,CUST0508,Retail,P017,2,4948.75,76.2,6677.7,1039.57
INV0002287,2024-02-19,CUST0644,Wholesale,P023,14,422968.91,6512.8,498473.42,18688.98
INV0002641,2024-02-19,CUST0333,Retail,P007,3,16270.75,289.68,20109.48,2764.9
INV0001155,2024-02-19,CUST0612,Retail,P015,4,5512.47,84.88,7556.89,1328.2
INV0002153,2024-02-19,CUST0040,Retail,P016,5,51150.09,787.6,66687.9,8991.93
INV0002296,2024-02-19,CUST0478,Retail,P001,3,194981.03,3471.39,232345.79,24747.98
INV0000174,2024-02-19,CUST0323,Retail,P006,5,3900.87,69.45,4564.64,413.79
INV0002023,2024-02-19,CUST0527,Retail,P022,1,48289.3,743.55,63903.76,8924.26
INV0002352,2024-02-19,CUST0327,Retail,P021,2,57032.74,878.18,72140.27,7303.09
INV0002234,2024-02-19,CUST0745,Retail,P019,3,1256.67,19.35,1726.03,305.99
INV0001038,2024-02-20,CUST0396,Retail,P017,4,7261.99,110.84,9324.41,1064.64
INV0002381,2024-02-20,CUST0012,Retail,P018,3,1027.97,15.69,1390.25,229.27
INV0001393,2024-02-20,CUST0386,Wholesale,P004,34,35429.73,625.26,40078.49,2064.24
INV0002934,2024-02-21,CUST0295,Retail,P013,3,244553.62,4173.27,309761.61,48849.2
INV0002221,2024-02-21,CUST0353,Retail,P016,3,17531.93,258.75,23373.4,3582.82
INV0002913,2024-02-21,CUST0085,Retail,P017,1,5406.95,79.8,7372.45,1210.07
INV0000792,2024-02-21,CUST0647,Retail,P014,5,31093.34,458.9,39619.08,4573.39
INV0001731,2024-02-21,CUST0709,Wholesale,P008,22,143410.61,2447.28,158755.77,6418.89
INV0000598,2024-02-21,CUST0641,Wholesale,P004,13,24430.93,416.91,27799.59,1581.72
INV0000907,2024-02-21,CUST0543,Wholesale,P018,24,21188.73,312.72,25131.47,1303.77
INV0001871,2024-02-21,CUST0495,Wholesale,P018,20,14025.54,207.0,16526.02,756.84
INV0001780,2024-02-21,CUST0093,Retail,P019,2,1857.88,27.42,2485.89,388.4
INV0001672,2024-02-21,CUST0330,Retail,P019,5,4116.19,60.75,5137.88,501.58
INV0000266,2024-02-22,CUST0605,Retail,P017,5,14140.89,214.2,18717.16,2617.02
INV0002677,2024-02-22,CUST0421,Retail,P009,5,2369.48,41.5,2915.24,389.77
INV0000425,2024-02-22,CUST0513,Wholesale,P002,40,178527.77,3126.8,204046.91,14220.2
INV0000673,2024-02-22,CUST0552,Retail,P003,2,8630.63,151.16,10896.05,1689.14
INV0002043,2024-02-22,CUST0531,Retail,P012,3,55908.4,979.2,65542.9,6048.23
INV0002554,2024-02-22,CUST0391,Wholesale,P022,15,633933.94,9602.55,781915.31,61813.75
INV0002561,2024-02-22,CUST0507,Retail,P018,1,617.92,9.36,765.39,69.57
INV0002594,2024-02-23,CUST0660,Retail,P012,2,22975.88,368.96,29350.91,4830.87
INV0002273,2024-02-23,CUST0179,Retail,P011,1,8571.74,137.65,10677.93,1538.03
INV0000652,2024-02-23,CUST0580,Wholesale,P013,19,1380082.65,22162.17,1512430.75,46894.24
INV0001778,2024-02-23,CUST0605,Retail,P010,4,1013.79,16.28,1329.27,246.35
INV0002016,2024-02-23,CUST0163,Retail,P010,2,665.06,10.68,805.69,97.21
INV0002564,2024-02-23,CUST0508,Retail,P002,1,4077.57,65.48,4918.63,575.47
INV0001268,2024-02-23,CUST0002,Retail,P011,1,9022.59,144.89,11382.82,1758.01
INV0000604,2024-02-23,CUST0719,Retail,P003,1,5595.14,89.85,7148.21,1177.02
INV0000590,2024-02-23,CUST0770,Wholesale,P004,17,23766.11,381.65,26683.8,1189.85
INV0002335,2024-02-23,CUST0069,Retail,P003,5,27100.77,435.2,32488.75,3628.69
INV0001726,2024-02-24,CUST0400,Retail,P002,1,3542.27,63.3,4468.81,690.11
INV0000766,2024-02-24,CUST0698,Wholesale,P014,26,145602.85,2250.3,172811.19,9070.74
INV0000770,2024-02-24,CUST0707,Retail,P018,5,5166.59,79.85,6937.4,1103.76
INV0001222,2024-02-24,CUST0769,Retail,P004,4,3979.88,71.12,4809.5,530.34
INV0002084,2024-02-24,CUST0508,Retail,P021,3,270282.45,4177.23,347628.91,40193.11
INV0000385,2024-02-24,CUST0039,Wholesale,P017,30,126812.88,1959.9,157846.03,13754.4
INV0001600,2024-02-24,CUST0750,Retail,P020,1,95885.78,1481.92,119703.04,10742.18
INV0000021,2024-02-25,CUST0496,Retail,P014,5,36114.91,563.8,48847.64,8059.64
INV0002156,2024-02-25,CUST0273,Retail,P006,5,1698.01,30.65,2102.42,292.23
INV0000238,2024-02-25,CUST0527,Retail,P002,4,20325.15,366.88,24260.52,2619.0
INV0000888,2024-02-25,CUST0083,Retail,P006,5,3318.46,59.9,4098.99,561.59
INV0002828,2024-02-25,CUST0534,Retail,P003,4,14630.03,264.08,18055.61,2460.79
INV0001924,2024-02-25,CUST0361,Wholesale,P009,16,13038.94,235.36,14711.65,853.05
INV0002675,2024-02-25,CUST0163,Retail,P020,3,858757.94,13406.31,1152542.86,174339.92
INV0002660,2024-02-25,CUST0126,Wholesale,P015,12,14750.87,230.28,17279.43,697.7
INV0000917,2024-02-25,CUST0037,Wholesale,P007,41,204880.28,3698.2,230920.29,13167.77
INV0001602,2024-02-25,CUST0768,Retail,P008,2,7558.78,136.44,9688.94,1621.2
INV0000012,2024-02-26,CUST0539,Retail,P023,1,24307.67,355.5,33059.36,5358.03
INV0002843,2024-02-26,CUST0427,Retail,P021,2,181102.04,2648.62,234835.29,28783.19
INV0000873,2024-02-26,CUST0341,Wholesale,P015,45,65138.4,952.65,76952.92,3710.71
INV0002633,2024-02-26,CUST0731,Retail,P001,3,662441.47,11202.0,811545.22,105593.27
INV0001231,2024-02-26,CUST0532,Retail,P020,3,766618.72,11211.81,1008392.17,135740.93
INV0001880,2024-02-26,CUST0471,Retail,P014,3,18342.55,268.26,23928.2,3237.88
INV0001329,2024-02-26,CUST0446,Retail,P015,3,2742.56,40.11,3815.37,714.85
INV0002536,2024-02-26,CUST0168,Retail,P019,3,1809.23,26.46,2327.67,287.81
INV0001968,2024-02-26,CUST0264,Wholesale,P009,22,9549.28,161.48,10700.19,552.77
INV0000142,2024-02-26,CUST0675,Retail,P006,4,2921.32,49.4,3626.75,512.16
INV0000669,2024-02-26,CUST0767,Wholesale,P005,11,28413.67,480.48,32231.57,1742.57
INV0000819,2024-02-27,CUST0652,Wholesale,P002,16,76782.98,1270.4,88614.78,6947.3
INV0001659,2024-02-27,CUST0767,Wholesale,P009,37,23905.83,395.53,27505.09,2080.97
INV0002346,2024-02-27,CUST0731,Retail,P015,4,3807.27,54.48,5162.59,862.3
INV0002958,2024-02-27,CUST0211,Wholesale,P019,12,8998.23,128.76,10820.44,697.21
INV0001022,2024-02-27,CUST0659,Retail,P007,1,7805.22,129.14,10250.02,1912.1
INV0001331,2024-02-27,CUST0570,Retail,P014,1,7698.39,110.16,9831.37,1153.77
INV0001674,2024-02-27,CUST0582,Wholesale,P018,11,3205.57,45.87,3806.41,201.47
INV0002556,2024-02-27,CUST0004,Retail,P023,2,27444.75,392.72,34151.27,2967.34
INV0002400,2024-02-28,CUST0670,Retail,P015,1,826.06,12.19,1037.73,107.09
INV0002790,2024-02-28,CUST0715,Retail,P024,4,108674.18,1603.68,138230.51,14662.78
INV0000869,2024-02-28,CUST0121,Retail,P019,4,3572.6,52.72,4879.03,842.79
INV0001890,2024-02-28,CUST0150,Retail,P024,1,9843.62,145.26,13192.29,1980.07
INV0002370,2024-02-28,CUST0011,Retail,P017,1,5104.78,75.33,7162.67,1338.79
INV0000013,2024-02-28,CUST0671,Retail,P019,4,1404.1,20.72,1824.07,240.47
INV0001621,2024-02-28,CUST0796,Retail,P010,3,583.74,9.96,696.98,75.43
INV0000815,2024-02-29,CUST0382,Wholesale,P019,39,18469.03,269.49,22387.16,1603.87
INV0000150,2024-02-29,CUST0726,Retail,P007,4,27917.11,471.0,35909.27,6108.75
INV0001047,2024-02-29,CUST0087,Retail,P006,5,1748.52,29.5,2116.97,254.33
INV0000626,2024-02-29,CUST0273,Retail,P009,5,4063.1,68.55,4790.4,465.88
INV0002852,2024-02-29,CUST0482,Retail,P006,3,2480.53,41.85,2994.22,352.06
INV0000377,2024-02-29,CUST0512,Wholesale,P019,17,7980.7,116.45,9096.41,132.51
INV0002691,2024-02-29,CUST0017,Wholesale,P013,33,1201203.98,20265.96,1321960.24,46216.44
INV0001420,2024-02-29,CUST0342,Retail,P022,1,52972.78,772.95,72227.87,11854.09
INV0002550,2024-02-29,CUST0181,Retail,P002,1,4157.34,70.14,5109.51,678.63
INV0002136,2024-03-01,CUST0067,Retail,P020,3,1081729.75,15075.9,1402260.12,171514.86
INV0001277,2024-03-01,CUST0055,Retail,P006,5,3146.24,50.7,4004.8,647.53
INV0001941,2024-03-01,CUST0466,Retail,P002,5,25647.74,413.3,30627.56,3318.33
INV0000546,2024-03-01,CUST0591,Retail,P009,3,943.87,15.21,1148.69,143.04
INV0002732,2024-03-01,CUST0665,Wholesale,P011,9,56565.29,911.52,65031.7,4875.32
INV0000249,2024-03-01,CUST0262,Retail,P023,5,110570.22,1541.0,151905.03,25853.37
INV0000809,2024-03-01,CUST0481,Retail,P010,4,2358.13,38.0,2751.84,242.82
INV0000262,2024-03-01,CUST0341,Wholesale,P024,42,530483.04,7393.26,640889.57,38691.54
INV0000298,2024-03-01,CUST0673,Retail,P005,4,13334.59,214.88,16868.19,2508.91
INV0001082,2024-03-01,CUST0139,Retail,P003,1,4194.37,67.59,5113.52,644.38
INV0000063,2024-03-01,CUST0369,Retail,P018,5,2482.63,34.6,3328.73,525.71
INV0001067,2024-03-01,CUST0337,Retail,P006,1,433.15,6.98,515.99,54.82
INV0000335,2024-03-02,CUST0082,Retail,P002,5,18171.51,307.95,22275.55,2910.09
INV0001615,2024-03-02,CUST0142,Retail,P008,1,2633.53,44.63,3378.59,567.64
INV0000845,2024-03-02,CUST0360,Wholesale,P004,13,15250.03,258.44,17301.69,937.73
INV0002565,2024-03-02,CUST0116,Retail,P009,4,3516.88,59.6,4447.53,695.6
INV0001272,2024-03-02,CUST0694,Retail,P019,5,5256.97,77.05,6410.38,493.57
INV0002029,2024-03-02,CUST0317,Retail,P006,2,1518.87,25.74,1872.05,253.08
INV0002177,2024-03-03,CUST0264,Wholesale,P007,8,33333.34,591.52,37852.22,2416.39
INV0000219,2024-03-03,CUST0379,Retail,P015,3,1780.74,27.33,2360.02,350.27
INV0001712,2024-03-03,CUST0394,Retail,P002,4,14182.67,251.68,16934.23,1832.85
INV0002704,2024-03-03,CUST0736,Retail,P002,4,15688.4,278.4,20300.22,3549.9
INV0001093,2024-03-03,CUST0126,Wholesale,P014,12,91683.72,1407.12,108789.28,5685.41
INV0001967,2024-03-03,CUST0121,Retail,P005,5,14896.65,264.35,18816.32,2775.75
INV0000709,2024-03-04,CUST0044,Retail,P006,5,3616.06,62.2,4532.42,675.87
INV0002792,2024-03-04,CUST0250,Retail,P024,5,81107.35,1206.6,109606.05,17195.55
INV0000143,2024-03-04,CUST0569,Retail,P011,5,33500.87,576.25,43209.84,7445.4
INV0002494,2024-03-04,CUST0194,Retail,P009,2,1365.03,23.48,1607.16,154.37
INV0001354,2024-03-05,CUST0592,Retail,P017,5,20368.83,288.3,28548.97,5311.74
INV0000087,2024-03-05,CUST0111,Retail,P017,5,12643.09,178.95,17479.13,3062.63
INV0002190,2024-03-05,CUST0369,Retail,P015,4,3264.1,46.2,4355.93,671.19
INV0002062,2024-03-05,CUST0468,Wholesale,P012,44,473619.55,7751.04,536571.76,33115.32
INV0001582,2024-03-05,CUST0649,Retail,P009,2,1478.72,24.2,1753.22,179.08
INV0000861,2024-03-05,CUST0745,Retail,P018,3,2590.08,36.66,3258.56,340.46
INV0002253,2024-03-05,CUST0512,Wholesale,P015,17,10077.02,142.63,12132.92,795.58
INV0001604,2024-03-05,CUST0604,Retail,P009,1,784.58,12.84,966.64,130.37
INV0001936,2024-03-05,CUST0722,Retail,P018,1,774.34,10.96,993.51,120.54
INV0002154,2024-03-05,CUST0650,Retail,P018,3,1047.06,14.82,1302.17,122.94
INV0000372,2024-03-05,CUST0482,Retail,P002,2,11035.38,180.6,13150.49,1401.03
INV0001355,2024-03-06,CUST0070,Retail,P011,2,10606.93,188.36,13150.12,1841.97
INV0000956,2024-03-06,CUST0721,Wholesale,P009,9,7323.38,130.05,7997.45,221.43
INV0002679,2024-03-06,CUST0175,Retail,P003,2,8897.3,158.0,11659.82,2155.99
INV0000898,2024-03-06,CUST0311,Wholesale,P020,20,4478916.4,68789.2,5544092.33,455805.87
INV0001086,2024-03-06,CUST0110,Retail,P010,4,2128.59,37.8,2589.87,321.99
INV0002349,2024-03-06,CUST0066,Retail,P014,5,31712.19,487.05,42707.91,6897.7
INV0000867,2024-03-07,CUST0690,Wholesale,P004,26,53514.21,902.98,60471.49,3055.4
INV0000267,2024-03-07,CUST0755,Retail,P016,3,23663.39,345.33,29369.99,2721.45
INV0001365,2024-03-07,CUST0399,Retail,P017,3,13717.82,200.19,17473.41,1874.88
INV0001397,2024-03-07,CUST0543,Wholesale,P010,38,21439.34,361.76,24183.78,1396.88
INV0000656,2024-03-07,CUST0726,Retail,P003,4,18307.83,308.92,23903.25,4349.98
INV0001241,2024-03-07,CUST0225,Wholesale,P019,8,9807.15,143.12,11820.42,786.35
INV0000812,2024-03-07,CUST0711,Wholesale,P019,42,48091.51,701.82,58059.57,3948.76
INV0001206,2024-03-07,CUST0670,Retail,P018,4,4160.78,60.72,5315.41,625.34
INV0001208,2024-03-07,CUST0674,Retail,P010,4,1325.14,22.36,1681.45,267.59
INV0002935,2024-03-07,CUST0090,Retail,P016,3,12225.37,178.41,15763.67,1978.88
INV0001476,2024-03-07,CUST0365,Retail,P015,5,3114.42,45.45,4133.73,618.61
INV0001160,2024-03-08,CUST0018,Wholesale,P002,43,150981.27,2528.83,169176.72,8738.53
INV0002611,2024-03-08,CUST0098,Retail,P019,3,2708.85,39.24,3512.08,457.14
INV0002530,2024-03-08,CUST0484,Retail,P024,5,144941.16,2099.6,187251.76,22362.55
INV0002459,2024-03-08,CUST0536,Wholesale,P011,10,45894.46,768.7,51285.88,2520.83
INV0002454,2024-03-08,CUST0772,Retail,P009,1,882.43,14.78,1047.5,108.09
INV0001312,2024-03-08,CUST0025,Retail,P020,5,1566718.97,22695.3,2082686.02,298634.39
INV0001660,2024-03-08,CUST0204,Retail,P010,4,2686.68,45.0,3307.81,444.19
INV0001997,2024-03-08,CUST0378,Wholesale,P023,25,763605.76,11061.5,947878.77,80304.31
INV0000621,2024-03-08,CUST0281,Retail,P005,4,12277.53,205.64,14902.1,1699.43
